Date,CashPool,SharesValue,EquityOpen,EquityHigh,EquityLow,EquityClose,EquityPct,EquityGrowth,Drawdown,DrawdownPct,EquityPeak,EquityTrough,DailyStrategyReturn,CumulativeStrategyReturn,WeeklyStrategyReturn,MonthlyStrategyReturn,ComparisonIndexValue,ComparisonIndexPct,StrategyRisk,StrategyRiskPct,NumPositions,SharesPct,CashPct
2013-01-16,4794.8840913471795,14993.580479999999,19624.74312134718,19841.30601134718,19579.74341134718,19788.464571347176,-1.057677143264118,0.9894232285673589,-158.69398865281983,-0.793469943264099,20000,19458.04034928786,0.006089378345274454,-0.01057677143264113,0.010482874993653413,0,44.23,0.6599908966772854,1150.4120289509083,5.8135487207868275,5,75.76929693529655,24.230703064703466
2013-01-17,1822.1640913471792,18098.9453,19862.23790134718,20123.63132134718,19721.021681347178,19921.109391347178,-0.3944530432641113,0.9960554695673589,0,0,20123.63132134718,20123.63132134718,0.006703138564477795,-0.003944530432641091,0.015544024490481867,0,44.42,1.0923987255348293,1577.2916669077388,7.917689903318549,6,90.85309931514837,9.146900684851639
2013-01-18,4553.292072879556,15354.09979,19815.290702879556,20005.773642879554,19746.79070287956,19907.391862879558,-0.4630406856022091,0.9953695931439779,-117.8576784676261,-0.5856680466144422,20123.63132134718,19746.79070287956,-0.0006885925978388219,-0.004630406856022118,0.014085308248649175,0,44.5,1.2744651797906288,1553.5871289509087,7.804071671728201,5,77.12763126258703,22.872368737412963
2013-01-21,1559.241997879556,18470.773849999998,19883.734307879557,20154.431217879555,19808.703167879554,20030.015847879553,0.15007923939776446,1.0015007923939776,0,0,20154.431217879555,20154.431217879555,0.006159721265579066,0.0015007923939776013,0.01758766848816884,0,44.64,1.5930814747382862,1954.659274711127,9.758650664862325,6,92.21547296956022,7.784527030439784
2013-01-22,1559.241997879556,18366.779880000002,19997.445107879554,20222.748287879556,19710.535907879555,19926.021877879557,-0.369890610602215,0.9963010938939778,0,0,20222.748287879556,20222.748287879556,-0.005191906526175072,-0.003698906106022193,0.013083096555044138,0,44.59,1.4792899408284153,2088.283259711128,10.480181505920108,6,92.17484549883731,7.825154501162698
2013-01-23,1559.241997879556,18343.27181,19963.594207879552,20107.464797879555,19752.724177879558,19902.513807879553,-0.48743096060223257,0.9951256903939777,-115.28349000000162,-0.5700683624148971,20222.748287879556,19752.724177879558,-0.001179767348649774,-0.004874309606022309,0.005763420204795144,0,44.71,1.7523896222121145,1984.2892897111278,9.970043527494164,6,92.16560273274504,7.834397267254955
2013-01-24,1559.241997879556,18439.28513,19845.813637879557,20084.713097879554,19735.013307879555,19998.527127879555,-0.007364360602223314,0.9999263563939778,-138.03519000000233,-0.6825738422642254,20222.748287879556,19735.013307879555,0.004824180549594104,-0.00007364360602224451,0.00388621612438933,0,44.89,2.1620391442876716,1960.7812197111273,9.804628146728069,6,92.20321582730037,7.796784172699635
2013-01-25,1559.241997879556,18634.67772,20082.898847879555,20243.210457879555,19990.050967879553,20193.919717879555,0.969598589397774,1.0096959858939778,0,0,20243.210457879555,20243.210457879555,0.009770349023734193,0.009695985893977799,0.01439303837356376,0,45.12,2.6854802002730995,2056.7945397111275,10.185216978405911,6,92.27865605259878,7.721343947401227
2013-01-29,1559.241997879556,18875.68661,20377.240257879555,20657.328927879556,20151.713377879554,20434.928607879556,2.174643039397779,1.0217464303939778,0,0,20657.328927879556,20657.328927879556,0.011934725569232363,0.021746430393977834,0.02021529903296937,0,45.62,3.8233955393718704,2252.1871297111275,11.021262530091253,6,92.36972133448843,7.630278665511579
2013-01-30,1559.241997879556,18861.1787,20410.267707879557,20566.976357879557,20302.073157879557,20420.420697879556,2.1021034893977775,1.0210210348939779,-90.3525699999991,-0.4373874779040644,20657.328927879556,20302.073157879557,-0.0007099564808074055,0.021021034893977886,0.02481171721229747,0,45.71,4.028220300409656,2493.196019711127,12.209327401222538,6,92.36430032001512,7.635699679984883
